Database,Admin,Table,UserAccount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UserCode,OldUserCode,UserName,LoginName,BranchCode,DepartmentCode,Position,MainLanguage,UserPhone,PhoneNumber,Remark,UserAccountStatus,UserCanChangePassword,PasswordNeverExpire,ChangePasswordWhenLogin,EnforcePasswordHistory,MaximumPasswordAge,MinimumPasswordAge,MinimumPasswordLength,PasswordComplexityRequirements,TimeZone,ThousandSeparateCharacter,DecimalSeparateCharacter,DateFormat,LongDateFormat,TimeFormat,LockoutDur,LockoutTthrs,ResetLockout,PolicyId,ExpireDate,Email,IsOnline,Avatar,UpdatedOnUtc,CreatedOnUtc,Id
00065,,Teller 116,teller116,008,00008,"{""Cashier"":1,""Officer"":1,""ChiefCashier"":0,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,59user7@gmail.com,Y,,,,0
00066,,Nhi Doan,nhidoan,003,00003,"{""Cashier"":0,""Officer"":1,""ChiefCashier"":1,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,60user7@gmail.com,Y,,,,0
00067,,Nhi Teller,nhiteller,003,00003,"{""Cashier"":1,""Officer"":1,""ChiefCashier"":0,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,61user7@gmail.com,Y,,,,0
00074,,Manager 023,manager023,007,00007,"{""Cashier"":1,""Officer"":0,""ChiefCashier"":1,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,63user7@gmail.com,Y,,,,0
00075,,Manager 024,manager024,007,00007,"{""Cashier"":1,""Officer"":0,""ChiefCashier"":1,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,64user7@gmail.com,Y,,,,0
00076,,Teller 023,teller023,007,00007,"{""Cashier"":1,""Officer"":1,""ChiefCashier"":0,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,65user7@gmail.com,Y,,,,0
00077,,Teller 024,teller024,007,00007,"{""Cashier"":1,""Officer"":1,""ChiefCashier"":0,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,66user7@gmail.com,Y,,,,0
00080,,Manager 201,manager201,002,00002,"{""Cashier"":1,""Officer"":0,""ChiefCashier"":1,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,67user7@gmail.com,Y,,,,0
00081,,Manager 202,manager202,002,00002,"{""Cashier"":1,""Officer"":0,""ChiefCashier"":1,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,68user7@gmail.com,Y,,,,0
00082,,Teller 201,teller201,002,00002,"{""Cashier"":1,""Officer"":1,""ChiefCashier"":0,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,69user7@gmail.com,Y,,,,0
00083,,Teller 202,teller202,002,00002,"{""Cashier"":1,""Officer"":1,""ChiefCashier"":0,""OperationStaff"":0,""Dealer"":0,""InterBranchUser"":1,""BranchManager"":0}",en,,"{""Home"":"""",""Office"":"""",""Cell"":"""",""Facsimile"":"""",""Telex"":""""}",,N,Y,N,N,5,0,0,8,Y,6.5,",",.,D1,-,T1,15,3,15,1,,70user7@gmail.com,Y,,,,0
